類別	名稱	地址	電話
診所	馥芊中醫診所	臺中市南區福田五街6號1樓	04-22659530
診所	劉俊昌中醫診所	臺中市南區福興里復興路三段26號	04-22619121
診所	李榮龍內科診所	臺中市南區臺中路518號	04-22875252
診所	穆希牙醫診所	臺中市南區德富路92號1、2樓	04-22658919
診所	慶全中醫診所	臺中市南區德義里建成路1519號	04-22872889
診所	佳宏牙醫診所	臺中市南區德義里學府路88號1樓	04-22851688
診所	宜康牙醫診所	臺中市南區德義國光路206號1樓	04-22852908
診所	興大中醫診所	臺中市南區學府路96號1樓	04-22878799
診所	偉林牙醫診所	臺中市南區樹義里復興路1段391號1樓	04-22610533
診所	陳志勳牙醫診所	臺中市南區樹義里復興路一段306號	04-22626769
診所	奧森馥能診所	臺中市南區興大路186號1、2樓	04-22853118
診所	北大中醫診所	臺中市南區興大路430號1樓	04-22857779
診所	德和中醫診所	臺中市南區濟世街64號1樓	04-22227490
診所	姥芝瑞中醫診所	臺中市烏日區九德里中山路1段488號	04-23360056
診所	安康牙醫診所	臺中市烏日區九德里中華路70號	04-23370806
診所	楊俊明牙醫診所	臺中市烏日區三民街145號	04-23372693
診所	伊凡牙醫診所	臺中市烏日區三榮路一段488號1、2樓	04-23366998
診所	晶新牙醫診所	臺中市烏日區三榮路二段13號1樓及2樓	04-23385599
診所	瑞克牙醫診所	臺中市烏日區三榮路二段193號1樓	04-23373908
診所	吉祥中醫診所	臺中市烏日區中山路1段363號1樓	04-23381568
診所	烏日今日牙醫診所	臺中市烏日區中山路2段256號	04-23373476
診所	楊明牙醫診所	臺中市烏日區中山路一段366號	04-23386169
診所	三合牙醫診所	臺中市烏日區中山路一段431號	04-23362054
診所	元成耳鼻喉科診所	臺中市烏日區中山路一段548號1樓	04-23385007
診所	泓安牙醫診所	臺中市烏日區中山路二段265號	04-23388321
診所	順馨診所	臺中市烏日區中山路二段297號1樓	04-23360115
診所	仁仁家庭醫學科診所	臺中市烏日區中山路二段43號	04-23377695
診所	晉德牙醫診所	臺中市烏日區中山路二段61號	04-23368665
診所	成功嶺診所	臺中市烏日區中山路三段502號1樓	04-23388729
診所	內政部役政署附設成功嶺醫務室	臺中市烏日區中山路三段502號1樓	04-23460236
診所	達觀中醫診所	臺中市烏日區中華路436號1、2樓	04-23383088
診所	遠東中醫聯合診所	臺中市烏日區中華路552號1樓	04-23389020
診所	東億中醫診所	臺中市烏日區中華路575號1樓	04-23385156
診所	聯和中醫診所	臺中市烏日區五光路1108號1樓	04-23365135
診所	金來牙醫診所	臺中市烏日區仁德里中山路一段216號	04-23375552
診所	仁德堂中醫診所	臺中市烏日區仁德里興祥街60號	04-23382616
診所	陳俊峰診所	臺中市烏日區仁德街132號1樓	04-23382079
診所	全能家庭醫學科診所	臺中市烏日區公園路240號1樓	04-23362629
診所	日欣診所	臺中市烏日區公園路242號1樓	04-23386522
診所	芳瑞中醫診所	臺中市烏日區民族街3號1樓	04-23363569
診所	日安堂中醫診所	臺中市烏日區信義街155號	04-23376778
診所	東方烏日中醫診所	臺中市烏日區信義街86號1樓	04-23362068
診所	光明牙醫診所	臺中市烏日區前竹里中山路一段11號	04-23373077
診所	烏日張牙醫診所	臺中市烏日區烏日里中山路一段357號	04-23361807
診所	聖林牙醫診所	臺中市烏日區烏日里中山路二段176號	04-23382915
診所	烏日高牙醫診所	臺中市烏日區烏日里中山路二段246號	04-23381974
診所	明道牙醫診所	臺中市烏日區烏日里平等路28－3號	04-23372573
診所	箴武中醫診所	臺中市烏日區健行路818號1樓	04-23375182
診所	逢春中醫診所	臺中市烏日區鳥日里三民街156號	04-23363020
診所	振堂中醫診所	臺中市烏日區鳥日里三民街230號	04-23381039
診所	華濟中醫診所	臺中市烏日區溪南路1段640號	04-23357500
診所	振新中醫診所	臺中市烏日區溪南路一段259號1樓	04-23355922
診所	東園中醫診所	臺中市烏日區溪南路一段611號	04-23356220
診所	建誠中醫診所	臺中市烏日區榮泉里中山路三段591號	04-23365596
診所	維心中醫診所	臺中市神岡區中山路1357號1樓	04-25615556
診所	大業牙醫診所	臺中市神岡區中山路15號	04-25288800
診所	翔甯中醫診所	臺中市神岡區中山路17號1樓	04-25150998
診所	陽昇牙醫診所	臺中市神岡區中山路35號	04-25208686
診所	盛廣牙醫診所	臺中市神岡區中山路786號、786之1號、788號1樓	04-25630868
診所	福佑中醫診所	臺中市神岡區五權路15號1、2樓	04-25279288
診所	君品牙醫診所	臺中市神岡區五權路20號1樓	04-25227768
診所	元富牙醫診所	臺中市神岡區五權路89號	04-25255517
診所	文政診所	臺中市神岡區文政街56號1樓及58號1、2樓	04-25630193
診所	文福診所	臺中市神岡區文政街58號2樓	04-25634666
診所	開心美學牙醫診所	臺中市神岡區民生路13號1樓、2樓	04-25633396
診所	禎祥中醫診所	臺中市神岡區民生路27之15號1樓	04-25625162
診所	德安中醫診所	臺中市神岡區昌平路五段357號	04-25628815
診所	進安中醫診所	臺中市神岡區昌平路五段390號1樓	04-25618002
診所	李內兒科診所	臺中市神岡區社口里中山路628號	04-25627097
診所	安德診所	臺中市神岡區社口里中山路737號	04-25613730
診所	聖達中醫診所	臺中市神岡區社南里中山路六七三號	04-25616163
診所	益民牙醫診所	臺中市神岡區神圳路2－6號1及2樓	04-25612985
診所	岡林牙醫診所	臺中市神岡區神岡里神岡路141號	04-25622289
診所	杏明牙醫診所	臺中市神岡區神岡里神岡路26號	04-25622460
診所	臺中市神岡區衛生所	臺中市神岡區神岡里神岡路2號	04-25622792
診所	資生中醫診所	臺中市神岡區神岡里神岡路46號	04-25621315
診所	保東診所	臺中市神岡區神岡里神岡路73號	04-25622390
診所	思恩堂中醫診所	臺中市神岡區神岡東街3．5號	04-25617135
診所	瑞恩中醫診所	臺中市神岡區神岡路38號1樓	04-25620280
診所	西華牙醫診所	臺中市神岡區豐洲里豐洲路137號	04-25285583
診所	德和堂中醫診所	臺中市神岡區豐洲路367號1樓	04-25120069
診所	白牙醫診所	臺中市梧棲區中央路一段859–2號	04-26575923
診所	保順診所	臺中市梧棲區中正里居仁街91號	04-26577995
診所	六安堂中醫診所	臺中市梧棲區中和街43號1樓	04-26568780
診所	濟善堂中醫診所	臺中市梧棲區中興路132號1樓	04-26581896
診所	美澄牙醫診所	臺中市梧棲區中興路370號1樓	04-26576887
診所	莊世傳牙醫診所	臺中市梧棲區文化里中和街20號	04-26571062
診所	健楨中醫診所	臺中市梧棲區草湳里港埠路一段1031號	04-26576343
診所	福川堂中醫診所	臺中市梧棲區梧棲路149號	04-26569206
診所	倉葦中醫診所	臺中市清水區中山路127－1號1、2樓	04-26232278
診所	新厚生中醫診所	臺中市清水區中山路129之7號1樓	04-26227777
診所	品安中醫診所	臺中市清水區中山路239－1號1樓	04-26220161
診所	王敏星牙醫診所	臺中市清水區中山路252號	04-26239166
診所	亞緻牙醫診所	臺中市清水區中山路357號1及2樓	04-26221066
診所	仁合堂中醫診所	臺中市清水區中山路431及433號1樓	04-26236161
診所	陽明中醫診所	臺中市清水區中山路65號1樓	04-26221958
診所	高美內科診所	臺中市清水區中山路94號5樓之3	04-26235207
診所	清水牙醫診所	臺中市清水區中正街27號一，二樓	04-26239998
診所	清水王牙醫診所	臺中市清水區中華路340號	04-26223699
診所	蘇光緯診所	臺中市清水區中興里中山路198號	04-26222300
診所	清水李復健科診所	臺中市清水區中興街33－3號1、2樓	04-26225988
診所	五權博士診所	臺中市清水區五權路59－5號1樓	04-26261285
診所	新海美學牙醫診所	臺中市清水區五權路59號之1、之2	04-26282055
診所	宏福中醫診所	臺中市清水區五權路64號	04-26261255
診所	老春中醫診所	臺中市清水區文昌里中山路343號	04-26232210
診所	安怡牙醫診所	臺中市清水區文昌里文昌街40號	04-26227910
診所	今日微笑牙醫診所	臺中市清水區文昌街39號	04-26235334
診所	旭美牙醫診所	臺中市清水區文昌街7號1、2樓	04-26225851
診所	清水張牙醫診所	臺中市清水區北寧里中興街32－2號	04-26226182
診所	康庭中醫診所	臺中市清水區北寧街78之1號1樓	04-26232988
診所	宗德中醫診所	臺中市清水區光華路77號1樓	04-26221329
診所	紀小兒科內科診所	臺中市清水區西寧里中興街66號	04-26228596
診所	高美牙醫診所	臺中市清水區西寧路66號	04-26230502
診所	欣恩牙醫診所	臺中市清水區南寧里光華路75號2樓	04-26233819
診所	逸展牙醫診所	臺中市清水區建國路128號1樓	04-26276266
診所	太安堂中醫診所	臺中市清水區清水里中山路151號	04-26225817
診所	仁安堂中醫診所	臺中市清水區清水里中山路77．77–1號	04-26236651
診所	吳勵成牙醫診所	臺中市清水區清水街12號	04-26223443
診所	福華牙醫診所	臺中市清水區學園街47號	04-26236623
診所	千力牙醫診所	臺中市清水區鎮南街1之6號	04-26233623
診所	義峰牙醫診所	臺中市清水區鎮南街81–8號	04-26237347
診所	月光牙醫診所	臺中市清水區鎮政路21號1樓	04-26263350
診所	華安牙醫診所	臺中市清水區靈泉里新興路130號	04-26234482
診所	新社上品牙醫診所	臺中市新社區中和街5段25號1樓及2樓	04-25822562
診所	新社廣濟中醫診所	臺中市新社區中和街四段88號1樓	04-25823277
診所	新社華崴牙醫診所	臺中市新社區中和街四段97號1樓、2樓	04-25826969
診所	安家診所	臺中市新社區中興嶺85號1樓	04-25816299
診所	春生中醫診所	臺中市新社區永源里中和街1段74號	04-25811488
診所	康福中醫診所	臺中市新社區新社里中和街4段287號	04-25822960
診所	鄭正源診所	臺中市新社區新社里中和街四段125巷2號	04-25820536
診所	蔡石財中醫診所	臺中市新社區新社里中和街四段208號	04-25811584
診所	維仁診所	臺中市新社區興安路18－7號	04-25821577
診所	高進診所	臺中市潭子區大通街26號1樓、2樓	04-25348088
診所	普濟堂中醫診所	臺中市潭子區大通街95號1樓	04-25348626
診所	天晴中醫診所	臺中市潭子區大豐路3段65號1樓	04-25311868
診所	矽品牙醫診所	臺中市潭子區大豐路3段78號	04-25326845
診所	許牙醫診所	臺中市潭子區中山路1段7號1樓	04-25351184
診所	惠弘中醫診所	臺中市潭子區中山路一段15巷2號1樓	04-25318889
診所	世界牙醫診所	臺中市潭子區中山路一段17－2及17－3號	04-25352980
診所	恒安中醫診所	臺中市潭子區中山路一段17－8號1樓	04-25321683
診所	新思維牙醫診所	臺中市潭子區中山路一段29，31，33號1及2樓	04-25312033
診所	吉安堂中醫診所	臺中市潭子區中山路一段298之18號	04-25341769
診所	牙齒的好朋友牙醫診所	臺中市潭子區中山路一段322號1、2樓	04-25359917
診所	潭子聯合牙醫診所	臺中市潭子區中山路一段43之2號	04-25339039
診所	好晴天身心診所	臺中市潭子區中山路二段374號1、2樓	04-25339907
診所	六福堂中醫診所	臺中市潭子區中山路二段379號	04-25346006
診所	尚群診所	臺中市潭子區中山路二段384－6號Ｂ1、1、2、3、4樓	04-25340838
診所	保成中醫診所	臺中市潭子區中山路二段384－8號1樓	04-25326388
診所	民生牙醫診所	臺中市潭子區中山路二段474–1號	04-25346502
診所	林牙醫診所	臺中市潭子區中山路二段490號	04-25325946
診所	道然中醫診所	臺中市潭子區中山路二段68號1樓、70號1樓	04-25353589
診所	聖華中醫診所	臺中市潭子區南門街18號1樓	04-25322303
診所	全球健康診所	臺中市潭子區南環路5號1樓	04-25340212
診所	東怡牙醫診所	臺中市潭子區祥和路126–3號	04-25381715
診所	傳承中醫診所	臺中市潭子區勝利十二街58號1樓	04-25352106
診所	瀚聲中醫診所	臺中市潭子區勝利路147號1樓	04-25353053
診所	勝利中醫診所	臺中市潭子區勝利路251號1樓	04-23539908
診所	崇翔牙醫診所	臺中市潭子區勝利路265號1、2樓	04-25317882
診所	馨柔診所	臺中市潭子區勝利路303號1樓	04-25358326
診所	張凱智中醫診所	臺中市潭子區勝利路370號1樓	04-25310176
診所	明原中醫診所	臺中市潭子區圓通南路152號1樓	04-25367360
診所	宜德牙醫診所	臺中市潭子區圓通南路281號1及2樓	04-25311983
診所	大方牙醫診所	臺中市潭子區圓通南路293號	04-25328222
診所	仲人中醫診所	臺中市潭子區圓通南路6號1樓	04-25361038
診所	天成牙醫診所	臺中市潭子區榮興街93號1樓	04-25313013
診所	家德中醫診所	臺中市潭子區福潭路302號1樓左半部	04-25365377
診所	南陽中醫診所	臺中市潭子區福潭路321號1樓	04-25360335
診所	邱太一診所	臺中市潭子區福潭路71號1樓	04-25390905
診所	新喜悅牙醫診所	臺中市潭子區福潭路932號1樓	04-25382468
診所	林大詠診所	臺中市潭子區潭子街二段110號1樓	04-25361915
診所	藍牙醫診所	臺中市潭子區潭子街二段73號	04-25362206
診所	瑞成中醫診所	臺中市潭子區潭北里潭子街三段5號	04-25365773
診所	洪清苑牙醫診所	臺中市潭子區潭秀里中山路二段384－9號	04-25320330
診所	潭子謝小兒科內科診所	臺中市潭子區潭秀里中山路二段384號	04-25339664
診所	潭工診所	臺中市潭子區潭秀里雅潭路一段26號	04-25325508
診所	傅在榮牙醫診所	臺中市潭子區潭秀里雅潭路一段42號	04-25325378
診所	明新眼科診所	臺中市潭子區潭陽里中山路二段371號	04-25310816
診所	友祥牙醫診所	臺中市潭子區潭陽里潭興路3段75號	04-25324599
診所	和顏牙醫診所	臺中市潭子區潭興路3段102號2樓	04-25317189
診所	豐禾牙醫診所	臺中市潭子區潭興路3段67及69號	04-25329338
診所	丰辰診所	臺中市潭子區潭興路三段110號1樓	04-25350967
診所	洪大為復健科診所	臺中市潭子區潭興路三段13號1樓、2樓、3樓	04-25352886
診所	秉峰中醫診所	臺中市潭子區潭興路三段8號及10號1樓	04-25358508
診所	名遠牙醫診所	臺中市潭子區興華一路212號1樓	04-25329191
診所	小海星牙醫診所	臺中市潭子區興華一路286號5樓	04-25341127
診所	育全牙醫診所	臺中市潭子區興華一路499號1樓	04-25314903
診所	興華中醫診所	臺中市潭子區興華二路6號2樓	04-25341491
診所	健宏牙醫診所	臺中市潭子區頭家里中山路1段171號	04-25322594
診所	聯安中醫診所	臺中市潭子區頭家里中山路1段179號	04-25332712
診所	乙仁中醫診所	臺中市潭子區頭家里頭張路一段43號	04-25356385
診所	國際牙醫診所	臺中市潭子區頭家里頭張路一段96號1．2樓	04-25326155
診所	鼎善十方中醫診所	臺中市潭子區頭張路二段36號1樓	04-25337747
診所	龍心診所	臺中市龍井區三德里中央路2段137號	04-26303087
診所	龍珍診所	臺中市龍井區三德里中央路二段135號1樓	04-26305562
診所	新仁安中醫診所	臺中市龍井區中央路三段73號	04-26380693
診所	龍承中醫診所	臺中市龍井區沙田路4段622號1樓	04-26359061
診所	博仁家庭醫學科診所	臺中市龍井區沙田路五段45號1樓	04-26352253
診所	佳德牙醫診所	臺中市龍井區沙田路四段688號	04-26364808
診所	林診所	臺中市龍井區南寮里遊園南路450巷56號	04-26316743
診所	全球牙醫診所	臺中市龍井區國際街113號1樓	04-26310202
診所	超越牙醫診所	臺中市龍井區國際街120號1樓及2樓	04-26316161
診所	理想牙醫診所	臺中市龍井區國際街161，163號	04-26322892
診所	諸元堂牙醫診所	臺中市龍井區新庄里遊園南路206號	04-26313269
診所	國安中醫診所	臺中市龍井區新庄里遊園南路362號	04-26521199
診所	百齡牙醫診所	臺中市龍井區新東里新興路29－5號	04-26310209
診所	民生堂中醫診所	臺中市龍井區新興路121號	04-26312812
診所	杰昀牙醫診所	臺中市龍井區新興路39–1.39–2號	04-26320536
診所	大慶中醫診所	臺中市龍井區新興路65號1樓	04-26317892
診所	元泰中醫診所	臺中市龍井區遊園南路137號	04-26528855
診所	哲安牙醫診所	臺中市龍井區遊園南路191號	04-26334525
診所	宏陽牙醫診所	臺中市龍井區遊園南路195號	04-26330434
診所	永順牙醫診所	臺中市龍井區遊園南路244號	04-26320811
診所	中龍員工診所	臺中市龍井區龍昌路100號1樓	04-26306088
診所	聖和診所	臺中市龍井區龍津里中央路一段241巷1弄1號	04-26301862
診所	惠生牙醫診所	臺中市龍井區龍津里中央路一段242號	04-26398709
診所	立宇牙醫診所	臺中市龍井區龍新路153巷15號	04-26356988
診所	勤美牙醫診所	臺中市龍井區藝術街19巷5號1樓	04-26527996
診所	健原中醫診所	臺中市豐原區三民路166號1、2樓	04-25267455
診所	溫秀丹中醫診所	臺中市豐原區三民路64號1樓	04-25250696
診所	弘原中醫診所	臺中市豐原區三民路85號1、2樓	04-25288666
診所	享開心身心診所	臺中市豐原區三民路86號3樓	04-25225361
診所	永生堂中醫診所	臺中市豐原區三豐路一段147號1樓	04-25225587
診所	豐中牙醫診所	臺中市豐原區三豐路一段67號1樓	04-25277544
診所	養生中醫診所	臺中市豐原區三豐路二段168號	04-25262492
診所	吉德牙醫診所	臺中市豐原區三豐路二段5號	04-25202929
診所	張林牙醫診所	臺中市豐原區下街里三民路209號	04-25280283
診所	大同中醫醫院	臺中市豐原區下街里仁愛街11號	04-25274601
診所	豐南牙醫診所	臺中市豐原區大明路20號	04-25223241
診所	芳鄰牙醫診所	臺中市豐原區大明路81號1樓	04-25293418
診所	帝銓牙醫診所	臺中市豐原區大湳里大仁街64號	04-25233273
診所	源成中醫診所	臺中市豐原區中山里信義街93號	04-25225253
診所	坤記中醫診所	臺中市豐原區中山里信義路78號	04-25223967
診所	蕙心中醫診所	臺中市豐原區中山路341號、343號1樓	04-25253919
診所	怡德牙醫診所	臺中市豐原區中山路377號	04-25289814
診所	永豐中醫診所	臺中市豐原區中山路401號	04-25287395
診所	元佑牙醫診所	臺中市豐原區中山路415號1樓	04-25157733
診所	親安耳鼻喉科診所	臺中市豐原區中山路419號	04-25202390
診所	李牙醫診所	臺中市豐原區中山路421號	04-25242776
診所	京聖中醫診所	臺中市豐原區中山路435號1樓	04-25256321
診所	光榮中醫診所	臺中市豐原區中山路482號	04-25206811
診所	禾豐牙醫診所	臺中市豐原區中山路506－1號	04-25155337
診所	黃柯埠中醫診所	臺中市豐原區中山路552號1樓	04-25280910
診所	永豐牙醫診所	臺中市豐原區中山路626及628號1樓	04-25253168
診所	李長模皮膚科診所	臺中市豐原區中正路124號	04-25250920
診所	麗緻診所	臺中市豐原區中正路124號1樓	04-25250920
診所	中英診所	臺中市豐原區中正路193號1－5樓	04-25131680
診所	豐原仁愛牙醫診所	臺中市豐原區中正路326號1樓	04-25253522
診所	光南牙醫診所	臺中市豐原區中正路329號	04-25120888
診所	寶祥中醫診所	臺中市豐原區中正路396號	04-25120383
診所	信琦牙醫診所	臺中市豐原區中正路412號1樓	04-25243471
診所	宗聖中醫診所	臺中市豐原區中正路420號	04-25254019
診所	德恩堂中醫診所	臺中市豐原區中正路431號1樓	04-25242079
診所	祥發中醫診所	臺中市豐原區中正路502號	04-25285474
診所	晴天牙醫診所	臺中市豐原區中正路541號	04-25158589
診所	三豐診所	臺中市豐原區中正路543號5樓	04-25287379
診所	御耀美學牙醫診所	臺中市豐原區中正路572之1號1樓	04-25250909
診所	仁安牙醫診所	臺中市豐原區中正路64號	04-25205069
診所	日榮牙醫診所	臺中市豐原區中正路711號	04-25278745
診所	晶悅牙醫診所	臺中市豐原區中正路908號1樓	04-25281528
診所	牙白牙醫診所	臺中市豐原區中陽里同安街168號	04-25290071
診所	順智謜中醫診所	臺中市豐原區中陽里自立街123號	04-25228468
診所	順安中醫診所	臺中市豐原區中陽里南陽路398號	04-25247227
診所	豐原惠民診所	臺中市豐原區中陽里圓環東路497號	04-25268995
診所	傅憲舫婦產科診所	臺中市豐原區中陽里圓環東路605號	04-25204180
診所	清祥牙醫診所	臺中市豐原區中興里成功路47號	04-25264530
診所	晨光牙醫診所	臺中市豐原區中興路101號1樓、103號1樓	04-25284926
診所	生春中醫診所	臺中市豐原區中興路108號1樓、110號1樓	04-25266367
診所	如毅診所	臺中市豐原區中興路112號1、2、3、4樓	04-25263806
診所	白光牙醫診所	臺中市豐原區中興路122之1號1、2樓	04-25286626
診所	慧光中醫診所	臺中市豐原區水源路199號	04-25273878
診所	東興中醫診所	臺中市豐原區北陽里向陽路337號	04-25236115
診所	胡慧玲牙醫診所	臺中市豐原區北陽里南陽路314號	04-25290181
診所	豐東牙醫診所	臺中市豐原區北陽里豐東路45號	04-25234978
診所	毫光堂中醫診所	臺中市豐原區北陽路132號1樓	04-25227250
診所	肇洲牙醫診所	臺中市豐原區民生里田心路一段61號	04-25278288
診所	豐原德和堂中醫診所	臺中市豐原區永康路1－1號1、2樓	04-25253063
診所	泰揚中醫診所	臺中市豐原區永康路264號1樓	04-25156676
診所	禾安診所	臺中市豐原區永康路312號1樓	04-25231588
診所	大恩美牙醫診所	臺中市豐原區永康路56及58號	04-25255599
診所	久大中醫診所	臺中市豐原區田心里大明路22號	04-25293445
診所	謝耳鼻喉科診所	臺中市豐原區田心里中山路143之1號	04-25334908
診所	天心中醫醫院	臺中市豐原區田心里中山路206號	04-25275666
診所	賴內科小兒科診所	臺中市豐原區田心里中山路72號	04-25323780
診所	祐康牙醫診所	臺中市豐原區田心里田心路2段212號	04-25156226
診所	弘一德中醫診所	臺中市豐原區田心里圓環東路51號	04-25286178
診所	正豐牙醫診所	臺中市豐原區向陽路186號1樓	04-25263367
診所	聖恩牙醫診所	臺中市豐原區向陽路72號1樓	04-25291388
診所	張恩維牙醫診所	臺中市豐原區成功路14號	04-25151562
診所	趙中醫診所	臺中市豐原區成功路71號1．2樓	04-25152686
診所	明潔牙醫診所	臺中市豐原區自強南街24號	04-25266336
診所	親親牙醫診所	臺中市豐原區西安里圓環南路198號	04-25275556
診所	廖勁直內科小兒科診所	臺中市豐原區西勢里中興路126號	04-25266620
診所	美雅中醫診所	臺中市豐原區西勢里中興路今日市場17號	04-25265257
診所	德純中醫診所	臺中市豐原區西勢里成功路185號	04-25263750
診所	翔泰中醫診所	臺中市豐原區西勢里西勢路127號	04-25292828
診所	潔美牙醫診所	臺中市豐原區育仁路110號1樓	04-25257963
診所	維恩牙醫診所	臺中市豐原區育仁路158號	04-25203233
診所	聖惠方中醫診所	臺中市豐原區育仁路202號1樓	04-25295336
診所	祥皓牙醫診所	臺中市豐原區育英路27號	04-25270559
診所	鉅豐牙醫診所	臺中市豐原區和平街48號及50號1樓	04-25291818
診所	上上牙醫診所	臺中市豐原區府前街180號	04-25251313
診所	賴牙醫診所	臺中市豐原區府前街87之8號	04-25299393
診所	長青牙醫診所	臺中市豐原區東勢里中山路450號	04-25268808
診所	金生中醫診所	臺中市豐原區東勢里博愛街304號	04-25267688
診所	德昌中醫診所	臺中市豐原區社皮里中正路872號	04-25231300
診所	銧明中醫診所	臺中市豐原區南中里水源路223號	04-25231741
診所	東進牙醫診所	臺中市豐原區南陽里南陽路103號	04-25290269
診所	許獻榮診所	臺中市豐原區南陽里南陽路271號	04-25297826
診所	全德中醫診所	臺中市豐原區南陽里南陽路287號	04-25267652
診所	昇陽牙醫診所	臺中市豐原區南陽里南陽路289號	04-25290529
診所	謝榮吉診所	臺中市豐原區南陽里南陽路299–6號	04-25283295
診所	豐原吳外婦科診所	臺中市豐原區南陽里圓環東路391號	04-25263760
診所	豐原三民牙醫診所	臺中市豐原區南陽路445號	04-5284398
診所	貴仁堂中醫診所	臺中市豐原區翁子里豐勢路一段224號	04-25247669
診所	許耳鼻喉科診所	臺中市豐原區頂街里中正路98號	04-25235525
診所	嘉亮牙醫診所	臺中市豐原區富春里中正路237號	04-25222266
診所	長生堂中醫診所	臺中市豐原區富春里復興路158號	04-25222825
診所	友仁牙醫診所	臺中市豐原區陽明里府前街61－7號	04-25265657
診所	林光祥中醫診所	臺中市豐原區陽明里信義街19號	04-25252663
診所	中庚聯合診所	臺中市豐原區陽明里信義街26巷7號	04-25295766
診所	豐洲進安中醫診所	臺中市豐原區圓環北路一段289號1樓、2樓	04-25247829
診所	一品堂豐原中醫診所	臺中市豐原區圓環北路二段161號1－3樓及163號1－3樓	04-25232568
診所	亞太牙醫診所	臺中市豐原區圓環東路258－1、260號之1、2樓	04-25299950
診所	若恩牙醫診所	臺中市豐原區圓環東路265號1樓	04-25221813
診所	誠佑中醫診所	臺中市豐原區圓環東路393號1樓	04-25206688
診所	笛雅牙醫診所	臺中市豐原區圓環東路455號1樓及2樓	04-25235738
診所	瑞比牙醫診所	臺中市豐原區圓環東路477號1樓	04-25261024
診所	祐和診所	臺中市豐原區圓環東路511號1樓、2樓	04-25255013
診所	梁文宜復健科診所	臺中市豐原區圓環東路656號1、2樓	04-25220739
診所	黃循武骨科專科診所	臺中市豐原區圓環東路656號1、3樓	04-25220739
診所	鈺慈中醫診所	臺中市豐原區圓環東路657號1樓、2樓	04-25292229
診所	調昀中醫診所	臺中市豐原區圓環東路666號1樓	04-25202333
診所	豐原名揚牙醫診所	臺中市豐原區圓環東路678號4Ｆ	04-25206788
診所	翁子牙醫診所	臺中市豐原區圓環東路697及699號	04-25286302
診所	旭品牙醫診所	臺中市豐原區圓環南路134號1樓	04-25270571
診所	陽光牙醫診所	臺中市豐原區愛國街268號	04-25206870
診所	心琳診所	臺中市豐原區新生北路206號1樓	04-25226977
診所	全生眼科中醫診所	臺中市豐原區源豐路117號	04-25225561
診所	同慶中醫診所	臺中市豐原區源豐路143號	04-25231381
診所	敏祥診所	臺中市豐原區源豐路55號1樓	04-25225149
診所	黃英哲外泌尿科診所	臺中市豐原區源豐路85號	04-25226242
診所	龍安中醫診所	臺中市豐原區樂天街133號	04-25273660
診所	博仁牙醫診所	臺中市豐原區豐田里田心路二段230號	04-25252489
診所	永芳中醫診所	臺中市豐原區豐田里田心路二段256號	04-25263689
診所	德成中醫診所	臺中市豐原區豐圳里成功路463號	04-25225233
診所	重德診所	臺中市豐原區豐西里中山路489號	04-25263709
診所	健福中醫診所	臺中市豐原區豐西里中正路336號	04-25251956
診所	延吉診所	臺中市豐原區豐西里中正路338號	04-25243776
診所	豐原堂中醫診所	臺中市豐原區豐西里忠孝街103號	04-25279337
診所	汪小兒科診所	臺中市豐原區豐西里忠孝街105巷41號	04-25122247
診所	超群中醫診所	臺中市豐原區豐西里忠孝街105巷9號	04-25223597
診所	東明牙醫診所	臺中市豐原區豐西里忠孝街91號	04-25282309
診所	皓品牙醫診所	臺中市豐原區豐西街1號1、2樓	04-25273880
診所	安泰牙醫診所	臺中市豐原區豐西街20號1樓	04-25205788
診所	楊啟坤耳鼻喉科診所	臺中市豐原區豐東路16號1樓	04-25279800
診所	康潔牙醫診所	臺中市豐原區豐東路214號	04-25288887
診所	元大牙醫診所	臺中市豐原區豐東路317號1樓	04-25154566
診所	晨欣親子診所	臺中市豐原區豐東路83號1樓、2樓	04-25256525
診所	游牙醫診所	臺中市豐原區豐東路98號	04-25231119
診所	安邑美學牙醫診所	臺中市豐原區豐原大道一段637號1樓、2樓	04-25346681
診所	孫恆雄診所	臺中市豐原區豐原里三民路61號	04-25246053
診所	吳幸源皮膚科診所	臺中市豐原區豐原里中正路226號1樓	04-25275700
診所	張清源耳鼻喉科診所	臺中市豐原區豐榮里三民路96號	04-25275240
診所	天益診所	臺中市豐原區豐榮里和平街33號	04-25222532
診所	良美牙醫診所	臺中市豐原區豐榮里信義街168號	04-25204370
診所	明鑫牙醫診所	臺中市霧峰區中正里萊園路25號	04-23394052
診所	華興牙醫診所	臺中市霧峰區中正路1052號	04-23391375
診所	悅心診所	臺中市霧峰區中正路1121號1樓	04-23308512
診所	霧澄中醫診所	臺中市霧峰區中正路1123號	04-23330000
診所	欣悅牙醫診所	臺中市霧峰區中正路1131、1133號1、2樓、1127、1129號1樓	04-23396242
診所	宜豐骨科診所	臺中市霧峰區中正路832－1號1樓、836號1樓	04-23309616
診所	品誠牙醫診所	臺中市霧峰區中正路832號	04-23303166
診所	鴻安牙醫診所	臺中市霧峰區中正路876號1樓	04-23323403
診所	挺開朗身心診所	臺中市霧峰區中正路951號2樓	04-23396090
診所	廣茂中醫診所	臺中市霧峰區六股里中正路347－4號	04-23398083
診所	京緯牙醫診所	臺中市霧峰區四德路18之1號	04-23301998
